fullName,organizations,location,status,typeOfDeath,Date,mtpage,type,motiveConfirmed,charges,Year
Marie Colvin,The Sunday Times,Syria,Killed,Murder,2012-02-22,https://cpj.org/data/people/marie-colvin/,Journalist,Confirmed,,2012
Marife “Neneng” Montaño,Saksi News and DXCI,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/marife-neneng-montano/,Journalist,Confirmed,,2009
Mario Leonel Gómez Sánchez,El Heraldo de Chiapas,Mexico,Killed,Murder,2018-09-21,https://cpj.org/data/people/mario-leonel-gomez-sanchez/,Journalist,Confirmed,,2018
Mario Randolfo Marques Lopes,Vassouras na Net,Brazil,Killed,Murder,2012-02-09,https://cpj.org/data/people/mario-randolfo-marques-lopes/,Journalist,Confirmed,,2012
Mario Sy,Freelance,Philippines,Killed,Murder,2013-08-01,https://cpj.org/data/people/mario-sy/,Journalist,Confirmed,,2013
Marites Cablitas,News Focus and DXDX,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/marites-cablitas/,Journalist,Confirmed,,2009
Mark Gilbert Arriola,UNTV,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/mark-gilbert-arriola/,Journalist,Confirmed,,2009
Marlene Garcia-Esperat,Midland News and DXKR,Philippines,Killed,Murder,2005-03-24,https://cpj.org/data/people/marlene-garcia-esperat/,Journalist,Confirmed,,2005
Martin Adler,Freelance,Somalia,Killed,Murder,2006-06-23,https://cpj.org/data/people/martin-adler/,Journalist,Confirmed,,2006
Martín La Rotta,La Palma Estéreo,Colombia,Killed,Murder,2004-02-07,https://cpj.org/data/people/martin-la-rotta/,Journalist,Confirmed,,2004
Martin O'Hagan,Sunday World,UK,Killed,Murder,2001-09-28,https://cpj.org/data/people/martin-ohagan/,Journalist,Confirmed,,2001
Martin Roxas,DYVR,Philippines,Killed,Murder,2008-08-07,https://cpj.org/data/people/martin-roxas/,Journalist,Confirmed,,2008
Martinez Zogo,Amplitude FM,Cameroon,Killed,Murder,2023-01-17,https://cpj.org/data/people/martinez-zogo/,Journalist,Confirmed,,2023
Marwan Al Sawaf,Alef Multimedia,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-01,https://cpj.org/data/people/marwan-al-sawaf/,Journalist,Confirmed,,2023
Mauricio Cruz Solís,"Radiorama Michoacán, Minuto x Minuto",Mexico,Killed,Murder,2024-10-29,https://cpj.org/data/people/mauricio-cruz-solis/,Journalist,Confirmed,,2024
Maximilien Lazard,Roi des Infos,Haiti,Killed,Dangerous Assignment,2022-02-23,https://cpj.org/data/people/maximilien-lazard/,Journalist,Confirmed,,2022
Maximino Rodríguez,Freelance,Mexico,Killed,Murder,2017-04-14,https://cpj.org/data/people/maximino-rodriguez/,Journalist,Confirmed,,2017
Maya Naser,Press TV,Syria,Killed,Crossfire,2012-09-26,https://cpj.org/data/people/maya-naser/,Journalist,Confirmed,,2012
Mayada Ashraf,Al-Dustour,Egypt,Killed,Crossfire,2014-03-28,https://cpj.org/data/people/mayada-ashraf/,Journalist,Confirmed,,2014
Mazen al-Tumeizi,Al-Arabiya,Iraq,Killed,Crossfire,2004-09-12,https://cpj.org/data/people/mazen-al-tumeizi/,Journalist,Confirmed,,2004
Mazen Dana,Reuters,Iraq,Killed,Crossfire,2003-08-17,https://cpj.org/data/people/mazen-dana/,Journalist,Confirmed,,2003
Mazhar Tayyara,Freelance,Syria,Killed,Crossfire,2012-02-04,https://cpj.org/data/people/mazhar-tayyara/,Journalist,Confirmed,,2012
Mehboob Khan,Freelance,Pakistan,Killed,Dangerous Assignment,2007-04-28,https://cpj.org/data/people/mehboob-khan/,Journalist,Confirmed,,2007
Mehmood Khan,DawnNews,Pakistan,Killed,Dangerous Assignment,2016-08-08,https://cpj.org/data/people/mehmood-khan/,Journalist,Confirmed,,2016
Mekhlouf Boukzer,Algerian State Television,Algeria,Killed,Murder,1995-04-04,https://cpj.org/data/people/mekhlouf-boukzer/,Journalist,Confirmed,,1995
Metin Göktepe,Evrensel,Turkey,Killed,Murder,1996-01-08,https://cpj.org/data/people/metin-goktepe/,Journalist,Confirmed,,1996
Michael Kelly,Atlantic Monthly and The Washington Post,Iraq,Killed,Crossfire,2003-04-03,https://cpj.org/data/people/michael-kelly/,Journalist,Confirmed,,2003
Michael Senior,Freelancer,Cambodia,Killed,Murder,1997-07-07,https://cpj.org/data/people/michael-senior/,Journalist,Confirmed,,1997
Michael Tshele,Freelance,South Africa,Killed,Murder,2014-01-13,https://cpj.org/data/people/michael-tshele/,Journalist,Confirmed,,2014
Michelle Lang,Calgary Herald and Canwest News Service,Afghanistan,Killed,Crossfire,2009-12-30,https://cpj.org/data/people/michelle-lang/,Journalist,Confirmed,,2009
Mick Deane,Sky News,Egypt,Killed,Dangerous Assignment,2013-08-14,https://cpj.org/data/people/mick-deane/,Journalist,Confirmed,,2013
Miguel Gil Moreno de Mora,The Associated Press,Sierra Leone,Killed,Crossfire,2000-05-24,https://cpj.org/data/people/miguel-gil-moreno-de-mora/,Journalist,Confirmed,,2000
Miguel Pérez Julca,Radio Éxitos,Peru,Killed,Murder,2007-03-17,https://cpj.org/data/people/miguel-perez-julca/,Journalist,Confirmed,,2007
Mika Yamamoto,Japan Press,Syria,Killed,Crossfire,2012-08-20,https://cpj.org/data/people/mika-yamamoto/,Journalist,Confirmed,,2012
Mikhail Beketov,Khimkinskaya Pravda,Russia,Killed,Murder,2013-04-08,https://cpj.org/data/people/mikhail-beketov/,Journalist,Confirmed,,2013
Milan Pantic,Vecernje Novosti,Yugoslavia,Killed,Murder,2001-06-11,https://cpj.org/data/people/milan-pantic/,Journalist,Confirmed,,2001
Mina Khairi,Ariana News TV,Afghanistan,Killed,Murder,2021-06-03,https://cpj.org/data/people/mina-khairi/,Journalist,Confirmed,,2021
Mir Illias Hossain,Dainik Bir Darpan,Bangladesh,Killed,Murder,2000-01-15,https://cpj.org/data/people/mir-illias-hossain/,Journalist,Confirmed,,2000
Mir Wahed Shah,Khurshid TV,Afghanistan,Killed,Murder,2020-05-30,https://cpj.org/data/people/mir-wahed-shah/,Journalist,Confirmed,,2020
Miran Krovatin,RAI-3 Television,Somalia,Killed,Murder,1994-03-20,https://cpj.org/data/people/miran-krovatin/,Journalist,Confirmed,,1994
Miroslava Breach Velducea,La Jornada,Mexico,Killed,Murder,2017-03-23,https://cpj.org/data/people/miroslava-breach-velducea/,Journalist,Confirmed,,2017
Mirwais Jalil,BBC World Service,Afghanistan,Killed,Murder,1994-07-29,https://cpj.org/data/people/mirwais-jalil/,Journalist,Confirmed,,1994
Mirza Iqbal Hussain,News Network International,Pakistan,Killed,Dangerous Assignment,2013-01-10,https://cpj.org/data/people/mirza-iqbal-hussain/,Journalist,Confirmed,,2013
Mirza Waseem Baig,92 News,Pakistan,Killed,Murder,2019-08-30,https://cpj.org/data/people/mirza-waseem-baig/,Journalist,Confirmed,,2019
Misri Khan,Ausaf and Mashriq,Pakistan,Killed,Murder,2010-09-14,https://cpj.org/data/people/misri-khan/,Journalist,Confirmed,,2010
Mohamad Al-Bayyari,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-02,https://cpj.org/data/people/mohamad-al-bayyari/,Journalist,Confirmed,,2023
Mohamad Al-Iff,Al-Rai,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-24,https://cpj.org/data/people/mohamad-al-iff/,Journalist,Confirmed,,2023
Mohamed Abazied (George Samara),Nabd Syria Satellite Station/ Syria Media Organization (SMO),Syria,Killed,Crossfire,2017-03-12,https://cpj.org/data/people/mohamed-abazied-george-samara/,Journalist,Confirmed,,2017
Mohamed Abderrahmani,El-Moudjahid,Algeria,Killed,Murder,1995-03-27,https://cpj.org/data/people/mohamed-abderrahmani/,Journalist,Confirmed,,1995
Mohamed Abu Halima,An-Najah National University Radio,Israel and the Occupied Palestinian Territory,Killed,Crossfire,2004-03-22,https://cpj.org/data/people/mohamed-abu-halima/,Journalist,Confirmed,,2004
Mohamed Abu Hassira,WAFA,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-07,https://cpj.org/data/people/mohamed-abu-hassira/,Journalist,Confirmed,,2023
Mohamed Ahmed Taysir Bellou,Shahba Press,Syria,Killed,Crossfire,2013-11-19,https://cpj.org/data/people/mohamed-ahmed-taysir-bellou/,Journalist,Confirmed,,2013
Mohamed al-Hamdani,Al-Itijah,Iraq,Killed,Dangerous Assignment,2011-02-24,https://cpj.org/data/people/mohamed-al-hamdani/,Journalist,Confirmed,,2011
Mohamed al-Khal,Freelance,Syria,Killed,Crossfire,2012-11-25,https://cpj.org/data/people/mohamed-al-khal/,Journalist,Confirmed,,2012
Mohamed al-Mesalma,Al-Jazeera,Syria,Killed,Crossfire,2013-01-18,https://cpj.org/data/people/mohamed-al-mesalma/,Journalist,Confirmed,,2013
Mohamed Amin,Radio Shabelle,Somalia,Killed,Crossfire,2009-12-03,https://cpj.org/data/people/mohamed-amin/,Journalist,Confirmed,,2009
Mohamed Ben Khalifa,Freelance,Libya,Killed,Crossfire,2019-01-19,https://cpj.org/data/people/mohamed-ben-khalifa/,Journalist,Confirmed,,2019
Mohamed Dorbane,Le Soir d'Algérie,Algeria,Killed,Murder,1996-02-11,https://cpj.org/data/people/mohamed-dorbane/,Journalist,Confirmed,,1996
Mohamed El Sayed Abu Skheil,Al-Quds Radio,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-03-18,https://cpj.org/data/people/mohamed-el-sayed-abu-skheil/,Journalist,Confirmed,,2024
Mohamed El-Reefi,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-03-15,https://cpj.org/data/people/mohamed-el-reefi/,Journalist,Confirmed,,2024
Mohamed Guessab,Algerian Radio,Algeria,Killed,Murder,1996-08-12,https://cpj.org/data/people/mohamed-guessab/,Journalist,Confirmed,,1996
Mohamed Ibrahim Raage,"Radio Mogadishu, Somali National Television",Somalia,Killed,Murder,2013-04-21,https://cpj.org/data/people/mohamed-ibrahim-raage/,Journalist,Confirmed,,2013
Mohamed Isaq,Kalsan TV,Somalia,Killed,Murder,2014-12-05,https://cpj.org/data/people/mohamed-isaq/,Journalist,Confirmed,,2014
Mohamed Isse Hassan,M24 Somali TV,Somalia,Killed,Dangerous Assignment,2022-10-29,https://cpj.org/data/people/mohamed-isse-hassan/,Journalist,Confirmed,,2022
Mohamed Jamal Sobhi Al-Thalathini,Al-Quds Al-Youm,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-01-11,https://cpj.org/data/people/mohamed-jamal-sobhi-al-thalathini/,Journalist,Confirmed,,2024
Mohamed Lamine Legoui,Algerian Press Service,Algeria,Killed,Murder,1994-07-21,https://cpj.org/data/people/mohamed-lamine-legoui/,Journalist,Confirmed,,1994
Mohamed Manhal Abu Armana,Palestine Now,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-13,https://cpj.org/data/people/mohamed-manhal-abu-armana/,Journalist,Confirmed,,2024
Mohamed Meceffeuk,Détective,Algeria,Killed,Murder,1994-04-13,https://cpj.org/data/people/mohamed-meceffeuk/,Journalist,Confirmed,,1994
Mohamed Mekati,El-Moudjahid,Algeria,Killed,Murder,1996-01-10,https://cpj.org/data/people/mohamed-mekati/,Journalist,Confirmed,,1996
Mohamed Meshmesh,Al-Aqsa Voice Radio,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-15,https://cpj.org/data/people/mohamed-meshmesh/,Journalist,Confirmed,,2024
Mohamed Mohamud,Universal TV,Somalia,Killed,Murder,2013-10-26,https://cpj.org/data/people/mohamed-mohamud/,Journalist,Confirmed,,2013
Mohamed Mohamud Turyare,Shabelle Media Network,Somalia,Killed,Murder,2012-10-28,https://cpj.org/data/people/mohamed-mohamud-turyare/,Journalist,Confirmed,,2012
Mohamed Mouin Ayyash,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-23,https://cpj.org/data/people/mohamed-mouin-ayyash/,Journalist,Confirmed,,2023
Mohamed Nabil Al-Zaq,Al Quds,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-22,https://cpj.org/data/people/mohamed-nabil-al-zaq/,Journalist,Confirmed,,2023
Mohamed Naser Abu Huwaidi,Al-Istiklal,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-23,https://cpj.org/data/people/mohamed-naser-abu-huwaidi/,Journalist,Confirmed,,2023
Mohamed Quratem,Enab Baladi,Syria,Killed,Crossfire,2012-11-28,https://cpj.org/data/people/mohamed-quratem/,Journalist,Confirmed,,2012
Mohamed Saeed al-Hamwi,Qaboun Media Center,Syria,Killed,Crossfire,2013-02-17,https://cpj.org/data/people/mohamed-saeed-al-hamwi/,Journalist,Confirmed,,2013
Mohamed Sahal Omar,SBC TV,Somalia,Killed,Dangerous Assignment,2019-07-01,https://cpj.org/data/people/mohamed-sahal-omar/,Journalist,Confirmed,,2019
Mohamed Salah Benachour,Algerian Press Service,Algeria,Killed,Murder,1994-10-20,https://cpj.org/data/people/mohamed-salah-benachour/,Journalist,Confirmed,,1994
Mohamed Shamsan,Yemen Today,Yemen,Killed,Crossfire,2015-04-20,https://cpj.org/data/people/mohamed-shamsan/,Journalist,Confirmed,,2015
Mohamed Taani,SMART News Agency,Syria,Killed,Crossfire,2014-06-27,https://cpj.org/data/people/mohamed-taani/,Journalist,Confirmed,,2014
Mohamed Yaghi,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-02-23,https://cpj.org/data/people/mohamed-yaghi/,Journalist,Confirmed,,2024
Mohamed Yamen Naddaf,Shahba Press,Syria,Killed,Crossfire,2013-11-24,https://cpj.org/data/people/mohamed-yamen-naddaf/,Journalist,Confirmed,,2013
Mohammad Abbas Mohammad,Al-Bayinnah al-Jadida,Iraq,Killed,Murder,2006-08-07,https://cpj.org/data/people/mohammad-abbas-mohammad/,Journalist,Confirmed,,2006
Mohammad al-Qadasi,Belqees TV,Yemen,Killed,Crossfire,2018-01-22,https://cpj.org/data/people/mohammad-al-qadasi/,Journalist,Confirmed,,2018
Mohammad Balousha,Palestine Today,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-17,https://cpj.org/data/people/mohammad-balousha/,Journalist,Confirmed,,2023
Mohammad Hilal Karji,Baghdad TV,Iraq,Killed,Murder,2007-06-06,https://cpj.org/data/people/mohammad-hilal-karji/,Journalist,Confirmed,,2007
Mohammad Imran,Express TV,Pakistan,Killed,Dangerous Assignment,2009-01-04,https://cpj.org/data/people/mohammad-imran/,Journalist,Confirmed,,2009
Mohammad Jarghoun,Smart Media,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-07,https://cpj.org/data/people/mohammad-jarghoun/,Journalist,Confirmed,,2023
Mohammad Nasir Mudasir,Melli Paigham Radio,Afghanistan,Killed,Murder,2016-12-15,https://cpj.org/data/people/mohammad-nasir-mudasir/,Journalist,Confirmed,,2016
Mohammad Quamruzzaman,Neel Sagar,Bangladesh,Killed,Dangerous Assignment,1996-02-19,https://cpj.org/data/people/mohammad-quamruzzaman/,Journalist,Confirmed,,1996
Mohammad Saeed,Al-Arabiya,Syria,Killed,Murder,2013-10-29,https://cpj.org/data/people/mohammad-saeed/,Journalist,Confirmed,,2013
Mohammad Salim Angaar,Radio Television Afghanistan,Afghanistan,Killed,Dangerous Assignment,2018-10-18,https://cpj.org/data/people/mohammad-salim-angaar/,Journalist,Confirmed,,2018
Mohammad Samdani Warsi,Parcham,Pakistan,Killed,Murder,1994-12-06,https://cpj.org/data/people/mohammad-samdani-warsi/,Journalist,Confirmed,,1994
Mohammad Shamma,Al-Ikhbariya,Syria,Killed,Crossfire,2012-06-27,https://cpj.org/data/people/mohammad-shamma/,Journalist,Confirmed,,2012
Mohammed Abdullahi Khalif,Voice of Peace,Somalia,Killed,Crossfire,2007-05-05,https://cpj.org/data/people/mohammed-abdullahi-khalif/,Journalist,Confirmed,,2007
Mohammed Abed Rabbo,Al-Manara Agency,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-08-27,https://cpj.org/data/people/mohammed-abed-rabbo/,Journalist,Confirmed,,2024
Mohammed Abu Daqqa,"Freelance, Al-Hadath",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-29,https://cpj.org/data/people/mohammed-abu-daqqa/,Journalist,Confirmed,,2024
Mohammed Abu Hatab,Palestine TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-02,https://cpj.org/data/people/mohammed-abu-hatab/,Journalist,Confirmed,,2023
Mohammed Abu Jasser,"Al-Risala, Felesteen",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-20,https://cpj.org/data/people/mohammed-abu-jasser/,Journalist,Confirmed,,2024
Mohammed Abu Sharia,Shams News Agency,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-01,https://cpj.org/data/people/mohammed-abu-sharia/,Journalist,Confirmed,,2024
Mohammed Al Qrinawi,Snd News Agency,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-12-14,https://cpj.org/data/people/mohammed-al-qrinawi/,Journalist,Confirmed,,2024
Mohammed al-Asfar,Al-Jazeera,Syria,Killed,Crossfire,2015-06-26,https://cpj.org/data/people/mohammed-al-asfar/,Journalist,Confirmed,,2015
Mohammed al-Ashram,Al-Ikhbariya,Syria,Killed,Crossfire,2012-10-10,https://cpj.org/data/people/mohammed-al-ashram/,Journalist,Confirmed,,2012
Mohammed Al-Ladaa,Al Quds Al-Youm,Israel and the Occupied Palestinian Territory,Killed,Murder,2024-12-26,https://cpj.org/data/people/mohammed-al-ladaa/,Journalist,Confirmed,,2024
Mohammed al-Nabbous,Libya Al-Hurra TV,Libya,Killed,Crossfire,2011-03-19,https://cpj.org/data/people/mohammed-al-nabbous/,Journalist,Confirmed,,2011
Mohammed al-Qasim,Rozana Radio,Syria,Killed,Crossfire,2014-09-10,https://cpj.org/data/people/mohammed-al-qasim/,Journalist,Confirmed,,2014
Mohammed Al-Salhi,Fourth Authority news agency,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-07,https://cpj.org/data/people/mohammed-al-salhi/,Journalist,Confirmed,,2023
Mohammed Al-Sharafi,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-12-18,https://cpj.org/data/people/mohammed-al-sharafi/,Journalist,Confirmed,,2024
Mohammed Al-Talmas,Safa News Agency,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-01-14,https://cpj.org/data/people/mohammed-al-talmas/,Journalist,Confirmed,,2025
Mohammed Al-Tanani,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-10-09,https://cpj.org/data/people/mohammed-al-tanani/,Journalist,Confirmed,,2024
Mohammed Ali,Al-Shabab Radio (Youth Radio),Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-20,https://cpj.org/data/people/mohammed-ali/,Journalist,Confirmed,,2023
Mohammed Atallah,"Al-Resalah,Raseef22",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-01-29,https://cpj.org/data/people/mohammed-atallah/,Journalist,Confirmed,,2024
Mohammed Balousha,Al Mashhad Media,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-12-14,https://cpj.org/data/people/mohamed-balousha/,Journalist,Confirmed,,2024
Mohammed Bassam Al Jamal,Palestine Now,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-04-25,https://cpj.org/data/people/mohammed-al-jamal/,Journalist,Confirmed,,2024
Mohammed Eissa,Nateq Network,Syria,Killed,Murder,2016-06-25,https://cpj.org/data/people/mohammed-eissa/,Journalist,Confirmed,,2016
Mohammed Ghalib al-Majidi,Freelance,Yemen,Killed,Crossfire,2016-03-21,https://cpj.org/data/people/mohammed-ghalib-al-majidi/,Journalist,Confirmed,,2016
Mohammed Ghanem,Al-Sharqiyah,Iraq,Killed,Murder,2013-10-05,https://cpj.org/data/people/mohammed-ghanem/,Journalist,Confirmed,,2013
Mohammed Haroon,Al-Kadiya,Iraq,Killed,Murder,2005-10-19,https://cpj.org/data/people/mohammed-haroon/,Journalist,Confirmed,,2005
Mohammed Hussein Navab,Keyhan,Bosnia,Killed,Murder,1994-08-30,https://cpj.org/data/people/mohammed-hussein-navab/,Journalist,Confirmed,,1994
Mohammed Hussein Rasho,Cira TV,Syria,Killed,Crossfire,2019-10-14,https://cpj.org/data/people/mohammed-hussein-rasho/,Journalist,Confirmed,,2019
Mohammed Ibrahim,Express TV and Daily Express,Pakistan,Killed,Murder,2008-05-22,https://cpj.org/data/people/mohammed-ibrahim/,Journalist,Confirmed,,2008
Mohammed Imad Labad,Al Resalah,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-23,https://cpj.org/data/people/mohammed-imad-labad/,Journalist,Confirmed,,2023
Mohammed Issa Abu Saada,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-08-06,https://cpj.org/data/people/mohammed-issa-abu-saada/,Journalist,Confirmed,,2024
Mohammed Kamara,SKY-FM,Sierra Leone,Killed,Murder,1999-01-09,https://cpj.org/data/people/mohammed-kamara/,Journalist,Confirmed,,1999
Mohammed Karim al-Badrani,Al-Sharqiyah,Iraq,Killed,Murder,2013-10-05,https://cpj.org/data/people/mohammed-karim-al-badrani/,Journalist,Confirmed,,2013
Mohammed Mansour,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-03-24,https://cpj.org/data/people/mohammed-mansour/,Journalist,Confirmed,,2025
